john,f,smith,21,blonde,brown,strawberry,pineapple,grape
joseph,s,kant,19,red,brown,strawberry,apple,blueberry
rose,u,johnson,84,white,grey,banana,blueberry,apple
rose,g,smith,15,blonde,grey,apple,lemon,banana
georgia,l,carlsen,80,brunette,blue,banana,strawberry,pineapple
sally,w,smith,10,brunette,green,banana,apple,lemon
peter,b,einstein,71,red,black,lemon,apple,pineapple
joseph,j,smith,60,red,brown,strawberry,banana,grape
tristan,d,smith,66,blonde,blue,banana,apple,blueberry
amy,f,dirac,1,red,blue,grape,apple,pineapple
greg,a,bach,21,white,brown,grape,apple,banana
carla,q,einstein,89,brunette,brown,apple,banana,strawberry
john,v,einstein,90,brunette,green,strawberry,apple,pineapple
greg,b,kant,34,brunette,brown,lemon,apple,grape
joe,i,mozart,31,white,grey,apple,pineapple,lemon
amy,c,mozart,2,red,green,pineapple,apple,banana
nathan,o,smith,16,white,grey,grape,lemon,pineapple
greg,a,kant,28,brunette,grey,lemon,banana,pineapple
rose,u,carlsen,10,brunette,green,pineapple,lemon,banana
mike,q,einstein,82,brunette,blue,apple,strawberry,pineapple
joe,m,dirac,25,white,grey,blueberry,lemon,grape
joseph,j,johnson,81,brunette,grey,banana,grape,apple
mike,p,johnson,35,red,green,banana,lemon,apple
georgia,i,dirac,10,brunette,brown,lemon,banana,strawberry
tristan,s,johnson,20,red,grey,banana,pineapple,strawberry
mike,o,dirac,60,white,brown,grape,strawberry,lemon
john,m,mozart,29,red,black,pineapple,blueberry,lemon
john,a,smith,69,red,blue,grape,pineapple,apple
mike,x,kant,62,brunette,green,lemon,strawberry,apple
tristan,j,carlsen,16,red,green,banana,apple,strawberry
john,v,kant,86,blonde,brown,grape,banana,strawberry
georgia,b,bach,32,blonde,grey,banana,pineapple,apple
tristan,b,bach,71,white,green,banana,strawberry,pineapple
tristan,e,smith,58,blonde,brown,blueberry,grape,lemon
tristan,x,einstein,87,white,green,blueberry,strawberry,pineapple
georgia,i,johnson,18,white,black,banana,strawberry,apple
peter,g,einstein,23,brunette,green,pineapple,lemon,strawberry
georgia,g,smith,97,white,black,banana,strawberry,lemon
joseph,z,smith,60,brunette,brown,grape,apple,pineapple
amy,z,johnson,22,white,grey,banana,grape,strawberry
joe,g,johnson,2,red,brown,blueberry,grape,strawberry
mike,k,mozart,89,white,grey,blueberry,strawberry,pineapple
carla,o,einstein,19,white,green,banana,grape,strawberry
nathan,b,bach,81,blonde,black,strawberry,banana,lemon
tristan,y,smith,71,red,brown,blueberry,banana,apple
rose,w,smith,79,white,grey,lemon,pineapple,blueberry
joe,o,smith,75,white,brown,strawberry,blueberry,pineapple
greg,t,carlsen,90,brunette,blue,blueberry,lemon,grape
john,d,kant,92,white,black,pineapple,grape,blueberry
joseph,y,carlsen,6,brunette,brown,pineapple,banana,apple
greg,h,carlsen,8,white,green,strawberry,blueberry,apple
joe,c,smith,37,brunette,black,grape,strawberry,lemon
mike,e,kant,57,red,black,grape,apple,banana
joseph,u,dirac,78,brunette,brown,blueberry,strawberry,lemon
peter,c,johnson,35,blonde,green,pineapple,strawberry,lemon
john,a,einstein,5,red,brown,pineapple,banana,strawberry
nathan,q,bach,42,brunette,grey,strawberry,pineapple,lemon
carla,j,johnson,96,blonde,black,blueberry,lemon,grape
nathan,r,dirac,87,blonde,grey,lemon,apple,blueberry
greg,p,mozart,15,blonde,brown,grape,apple,lemon
john,d,einstein,8,white,grey,banana,pineapple,strawberry
amy,x,bach,73,brunette,grey,strawberry,banana,blueberry
carla,c,bach,19,red,blue,strawberry,lemon,banana
sally,n,einstein,98,white,black,apple,pineapple,banana
peter,w,kant,70,brunette,blue,lemon,blueberry,strawberry
mike,g,mozart,84,blonde,grey,banana,pineapple,blueberry
nathan,k,einstein,30,red,blue,grape,apple,pineapple
joe,e,mozart,59,brunette,blue,pineapple,blueberry,apple
joseph,v,johnson,55,white,blue,blueberry,grape,strawberry
hellen,g,johnson,52,brunette,grey,lemon,pineapple,apple
mike,u,bach,67,white,green,strawberry,lemon,pineapple
nathan,f,dirac,71,white,green,lemon,grape,pineapple
sally,l,dirac,41,blonde,green,blueberry,pineapple,banana
greg,r,einstein,32,red,green,blueberry,pineapple,banana
joe,w,smith,65,blonde,green,lemon,apple,pineapple
hellen,v,smith,45,blonde,black,pineapple,apple,blueberry
rose,a,kant,65,white,grey,blueberry,apple,pineapple
john,x,carlsen,77,brunette,blue,blueberry,pineapple,banana
joe,s,bach,72,blonde,black,banana,pineapple,blueberry
carla,a,dirac,9,blonde,blue,blueberry,strawberry,lemon
greg,c,johnson,62,brunette,blue,lemon,apple,blueberry
amy,c,smith,75,red,grey,grape,apple,lemon
joe,q,mozart,84,blonde,grey,lemon,grape,blueberry
joseph,q,kant,100,white,black,apple,grape,lemon
amy,d,einstein,22,white,brown,pineapple,banana,apple
georgia,n,dirac,89,white,grey,grape,banana,pineapple
nathan,p,kant,19,brunette,green,lemon,pineapple,blueberry
greg,p,kant,6,red,black,lemon,pineapple,strawberry
joseph,e,smith,72,brunette,black,apple,grape,lemon
amy,w,carlsen,80,red,green,lemon,blueberry,banana
carla,i,bach,72,brunette,green,strawberry,apple,banana
mike,d,bach,60,blonde,black,strawberry,lemon,pineapple
sally,b,kant,6,brunette,green,blueberry,banana,strawberry
hellen,h,mozart,18,red,blue,banana,grape,blueberry
sally,y,smith,78,red,blue,pineapple,grape,lemon
nathan,m,bach,65,blonde,green,banana,grape,pineapple
john,w,einstein,54,red,grey,lemon,apple,grape
joe,r,johnson,72,brunette,black,apple,banana,grape
mike,i,smith,55,blonde,green,strawberry,blueberry,banana
mike,y,bach,21,white,grey,blueberry,banana,strawberry
peter,d,johnson,58,brunette,grey,banana,lemon,pineapple
sally,k,einstein,6,brunette,brown,apple,banana,pineapple
mike,b,carlsen,77,brunette,green,blueberry,banana,lemon
joe,h,dirac,9,red,grey,banana,apple,blueberry
tristan,x,mozart,50,white,green,strawberry,lemon,pineapple
nathan,w,einstein,80,red,brown,strawberry,blueberry,apple
rose,x,johnson,51,blonde,grey,banana,apple,grape
carla,l,mozart,57,red,black,lemon,apple,banana
hellen,s,carlsen,64,blonde,grey,blueberry,pineapple,grape
hellen,d,einstein,98,blonde,green,grape,lemon,strawberry
peter,g,carlsen,7,red,grey,strawberry,pineapple,grape
nathan,m,mozart,0,red,blue,grape,blueberry,lemon
greg,k,johnson,61,blonde,blue,grape,pineapple,apple
carla,y,johnson,23,blonde,green,banana,strawberry,blueberry
hellen,f,dirac,81,white,green,lemon,blueberry,pineapple
joe,w,johnson,42,white,blue,grape,strawberry,banana
mike,e,carlsen,95,white,blue,grape,apple,pineapple
peter,w,einstein,59,blonde,green,grape,pineapple,apple
hellen,e,bach,15,red,green,blueberry,lemon,apple
tristan,e,dirac,11,blonde,brown,banana,grape,pineapple
georgia,w,johnson,77,white,green,lemon,pineapple,grape
joseph,t,mozart,74,white,black,strawberry,grape,banana
mike,j,smith,73,red,grey,grape,strawberry,pineapple
rose,g,johnson,64,white,grey,grape,blueberry,strawberry
hellen,i,johnson,51,white,grey,strawberry,lemon,banana
amy,f,carlsen,32,red,blue,strawberry,lemon,banana
tristan,e,mozart,86,blonde,green,strawberry,banana,pineapple
sally,s,mozart,3,brunette,green,apple,grape,lemon
georgia,n,bach,49,white,green,lemon,pineapple,apple
amy,v,dirac,30,brunette,brown,grape,blueberry,banana
tristan,z,johnson,28,red,green,lemon,grape,blueberry
joseph,g,einstein,53,red,green,apple,strawberry,banana
joe,s,kant,91,red,black,banana,blueberry,pineapple
joe,o,carlsen,25,blonde,brown,banana,lemon,pineapple
sally,o,dirac,28,white,black,banana,pineapple,apple
carla,m,smith,61,red,blue,pineapple,blueberry,banana
joe,o,bach,10,white,blue,lemon,banana,strawberry
peter,q,johnson,55,brunette,grey,banana,apple,strawberry
tristan,p,kant,21,white,blue,strawberry,grape,lemon
amy,e,smith,22,blonde,green,strawberry,blueberry,lemon
tristan,m,einstein,87,blonde,black,lemon,apple,pineapple
joe,a,kant,7,white,green,lemon,blueberry,grape
hellen,c,carlsen,75,red,blue,blueberry,apple,lemon
peter,n,smith,59,blonde,green,lemon,banana,grape
amy,n,einstein,75,red,grey,grape,blueberry,pineapple
nathan,m,smith,26,white,green,pineapple,banana,strawberry
joe,r,mozart,96,white,blue,grape,blueberry,strawberry
carla,b,dirac,90,blonde,green,grape,lemon,pineapple
john,o,mozart,64,brunette,grey,pineapple,banana,grape
joe,k,einstein,5,white,black,pineapple,lemon,blueberry
joe,b,dirac,1,blonde,green,grape,blueberry,apple
greg,d,einstein,79,brunette,black,apple,blueberry,lemon
mike,g,einstein,99,white,grey,apple,strawberry,blueberry
tristan,i,kant,48,brunette,blue,blueberry,apple,lemon
georgia,m,kant,17,blonde,grey,pineapple,apple,strawberry
mike,i,mozart,24,blonde,green,pineapple,blueberry,lemon
amy,q,dirac,99,red,black,grape,strawberry,banana
greg,z,einstein,15,brunette,brown,lemon,grape,blueberry
carla,d,smith,32,white,grey,blueberry,grape,banana
rose,b,smith,22,red,black,lemon,apple,pineapple
carla,j,dirac,81,brunette,brown,strawberry,blueberry,banana
hellen,p,mozart,99,brunette,black,lemon,apple,banana
mike,r,kant,37,red,blue,pineapple,blueberry,grape
amy,k,mozart,77,brunette,black,banana,blueberry,strawberry
rose,d,einstein,71,red,black,banana,blueberry,strawberry
georgia,f,mozart,35,red,brown,pineapple,strawberry,grape
georgia,f,smith,59,white,green,apple,grape,blueberry
georgia,u,carlsen,75,white,grey,lemon,pineapple,blueberry
nathan,j,bach,97,white,blue,blueberry,banana,grape
mike,d,johnson,40,white,black,apple,pineapple,lemon
mike,e,einstein,75,red,blue,pineapple,apple,strawberry
rose,s,carlsen,60,red,green,strawberry,pineapple,lemon
john,k,smith,73,red,green,blueberry,grape,strawberry
nathan,x,mozart,78,blonde,green,grape,apple,blueberry
joe,q,kant,70,red,grey,apple,lemon,strawberry
georgia,q,bach,17,red,brown,banana,pineapple,grape
hellen,u,johnson,8,blonde,blue,pineapple,apple,grape
sally,n,kant,46,blonde,green,apple,blueberry,grape
rose,s,kant,48,white,grey,apple,strawberry,lemon
tristan,x,kant,64,brunette,blue,grape,pineapple,strawberry
greg,r,bach,68,blonde,green,strawberry,apple,pineapple
hellen,d,carlsen,48,brunette,grey,pineapple,grape,apple
tristan,s,einstein,59,white,brown,strawberry,lemon,banana
georgia,a,dirac,73,white,brown,banana,apple,pineapple
amy,l,bach,11,brunette,grey,grape,pineapple,strawberry
joe,j,carlsen,63,blonde,green,blueberry,grape,apple
joe,l,kant,3,white,black,grape,strawberry,pineapple
hellen,m,carlsen,38,brunette,brown,apple,pineapple,lemon
joe,e,carlsen,69,white,green,blueberry,lemon,pineapple
peter,y,bach,74,white,blue,apple,grape,lemon
mike,b,mozart,69,red,green,grape,blueberry,lemon
sally,f,kant,22,blonde,grey,lemon,strawberry,apple
sally,g,kant,49,white,brown,grape,lemon,blueberry
mike,w,dirac,63,brunette,grey,pineapple,apple,banana
peter,u,mozart,56,white,green,apple,banana,grape
sally,b,carlsen,94,white,brown,banana,blueberry,apple
john,f,johnson,88,blonde,blue,grape,pineapple,lemon
nathan,r,einstein,32,brunette,brown,grape,blueberry,banana
tristan,w,bach,98,red,green,blueberry,grape,pineapple
mike,w,kant,77,white,green,lemon,apple,grape
sally,u,carlsen,1,red,green,banana,grape,lemon
sally,a,carlsen,24,white,blue,lemon,apple,pineapple
georgia,y,mozart,42,blonde,blue,strawberry,banana,grape
john,f,bach,9,blonde,black,lemon,apple,pineapple
joe,v,dirac,35,red,brown,grape,lemon,apple
hellen,x,einstein,18,white,blue,pineapple,blueberry,strawberry
nathan,e,dirac,41,blonde,brown,banana,pineapple,grape
rose,e,smith,81,brunette,brown,grape,apple,blueberry
georgia,h,bach,8,red,black,blueberry,banana,grape
hellen,y,mozart,77,white,green,apple,banana,lemon
greg,l,smith,46,red,blue,banana,blueberry,pineapple
nathan,z,mozart,14,red,black,lemon,blueberry,pineapple
amy,q,carlsen,80,red,blue,apple,grape,blueberry
mike,g,johnson,46,blonde,black,lemon,grape,banana
joseph,y,mozart,50,blonde,grey,grape,apple,blueberry
peter,m,smith,29,red,grey,pineapple,grape,banana
peter,u,kant,3,red,brown,pineapple,grape,strawberry
amy,s,smith,65,red,brown,grape,blueberry,banana
hellen,m,mozart,53,blonde,blue,blueberry,grape,strawberry
hellen,d,bach,74,red,brown,strawberry,lemon,blueberry
nathan,k,bach,80,blonde,blue,lemon,strawberry,banana
nathan,d,mozart,82,red,grey,banana,apple,pineapple
john,b,mozart,88,white,black,strawberry,lemon,blueberry
carla,t,bach,81,brunette,grey,lemon,apple,blueberry
mike,y,kant,14,blonde,blue,apple,grape,blueberry
joseph,v,carlsen,54,white,green,banana,grape,blueberry
john,z,einstein,42,red,grey,pineapple,grape,apple
tristan,s,kant,72,red,black,apple,pineapple,banana
georgia,y,smith,91,red,blue,pineapple,apple,blueberry
joe,m,mozart,52,red,black,blueberry,pineapple,apple
greg,y,mozart,94,brunette,blue,strawberry,grape,blueberry
joseph,u,smith,7,blonde,grey,strawberry,grape,banana
rose,u,bach,81,red,grey,lemon,grape,strawberry
amy,u,kant,24,white,green,blueberry,banana,pineapple
hellen,t,mozart,30,red,grey,pineapple,blueberry,banana
tristan,c,einstein,94,brunette,green,banana,grape,strawberry
tristan,l,mozart,3,blonde,black,banana,pineapple,blueberry
joe,p,bach,76,blonde,grey,banana,pineapple,grape
mike,o,einstein,99,white,grey,grape,banana,strawberry
sally,l,carlsen,34,red,green,lemon,blueberry,apple
peter,a,bach,31,blonde,brown,banana,apple,blueberry
nathan,i,bach,20,white,grey,apple,lemon,pineapple
georgia,n,einstein,7,white,green,apple,banana,pineapple
john,j,carlsen,57,brunette,black,pineapple,lemon,apple
hellen,f,carlsen,63,brunette,green,strawberry,banana,lemon
hellen,k,dirac,5,brunette,brown,apple,grape,strawberry
amy,y,kant,82,red,green,banana,blueberry,grape
peter,t,smith,40,brunette,grey,pineapple,strawberry,apple
carla,l,carlsen,95,red,green,strawberry,lemon,banana
peter,n,carlsen,49,blonde,grey,grape,blueberry,strawberry
peter,q,dirac,35,white,black,banana,blueberry,strawberry
amy,c,carlsen,43,brunette,green,lemon,apple,blueberry
john,k,johnson,71,white,black,banana,grape,lemon
sally,e,kant,22,brunette,brown,pineapple,apple,grape
hellen,m,einstein,73,blonde,green,blueberry,pineapple,strawberry
mike,h,bach,88,blonde,blue,grape,apple,blueberry
georgia,b,einstein,75,blonde,blue,banana,strawberry,grape
sally,w,carlsen,21,red,green,lemon,apple,grape
peter,u,smith,4,red,blue,lemon,blueberry,pineapple
greg,f,smith,97,blonde,black,pineapple,apple,lemon
rose,j,bach,35,brunette,black,grape,apple,blueberry
greg,n,mozart,26,brunette,brown,strawberry,grape,banana
amy,h,carlsen,79,brunette,green,lemon,pineapple,banana
joseph,a,bach,85,red,green,strawberry,banana,apple
joseph,q,johnson,60,red,blue,pineapple,strawberry,apple
mike,z,johnson,69,white,blue,lemon,apple,blueberry
joseph,m,bach,59,brunette,black,apple,pineapple,grape
peter,a,kant,95,white,blue,banana,blueberry,apple
john,z,johnson,28,blonde,blue,grape,blueberry,pineapple
tristan,x,carlsen,53,brunette,black,banana,strawberry,lemon
joseph,x,smith,91,brunette,blue,lemon,grape,apple
sally,v,bach,67,brunette,green,apple,pineapple,banana
georgia,f,johnson,22,white,black,banana,lemon,grape
georgia,x,johnson,57,blonde,brown,pineapple,blueberry,strawberry
joseph,i,kant,57,brunette,blue,apple,pineapple,grape
hellen,a,kant,60,white,green,pineapple,banana,strawberry
tristan,i,smith,28,brunette,grey,apple,pineapple,lemon
john,e,kant,18,white,green,apple,strawberry,blueberry
joseph,w,johnson,25,blonde,green,pineapple,blueberry,apple
peter,w,johnson,20,white,grey,pineapple,blueberry,apple
amy,u,einstein,50,blonde,grey,pineapple,grape,blueberry
mike,r,smith,13,white,green,blueberry,strawberry,banana
nathan,n,johnson,7,brunette,grey,strawberry,apple,lemon
hellen,b,bach,13,blonde,black,apple,strawberry,lemon
rose,b,bach,20,white,brown,banana,grape,strawberry
amy,q,johnson,68,red,black,lemon,blueberry,apple
mike,j,kant,9,brunette,blue,strawberry,blueberry,pineapple
greg,e,kant,53,white,black,lemon,pineapple,grape
sally,i,mozart,41,red,black,banana,apple,lemon
mike,u,einstein,44,blonde,black,strawberry,pineapple,lemon
hellen,n,smith,42,blonde,blue,strawberry,lemon,pineapple
joseph,h,dirac,63,blonde,grey,pineapple,grape,blueberry
nathan,u,carlsen,92,red,green,lemon,pineapple,apple
john,s,kant,85,white,green,strawberry,blueberry,apple
mike,b,einstein,28,blonde,blue,lemon,pineapple,strawberry
tristan,e,carlsen,60,red,brown,banana,strawberry,blueberry
joseph,z,carlsen,37,blonde,blue,grape,blueberry,lemon
nathan,h,bach,97,brunette,grey,pineapple,banana,apple
nathan,y,kant,58,white,black,apple,grape,pineapple
sally,i,kant,73,red,green,lemon,strawberry,grape
carla,t,smith,5,brunette,brown,banana,apple,strawberry
peter,y,dirac,87,brunette,brown,lemon,apple,blueberry
rose,q,smith,75,blonde,brown,apple,blueberry,lemon
carla,x,carlsen,46,white,brown,strawberry,lemon,apple
hellen,e,dirac,41,red,black,banana,blueberry,apple
joe,f,einstein,38,brunette,blue,pineapple,blueberry,grape
georgia,f,carlsen,79,brunette,black,pineapple,strawberry,blueberry
joseph,n,dirac,1,blonde,blue,apple,strawberry,banana
joseph,f,smith,36,red,blue,grape,blueberry,lemon
john,y,carlsen,39,red,green,pineapple,blueberry,strawberry
hellen,f,kant,62,white,brown,grape,banana,blueberry
rose,t,johnson,25,blonde,brown,pineapple,apple,lemon
carla,w,dirac,66,blonde,green,lemon,apple,banana
sally,s,johnson,21,white,black,banana,pineapple,grape
tristan,c,dirac,64,blonde,brown,grape,blueberry,banana
greg,x,smith,0,brunette,black,apple,pineapple,banana
hellen,i,kant,63,white,blue,lemon,pineapple,apple
sally,j,carlsen,58,blonde,green,banana,apple,pineapple
peter,q,bach,47,red,brown,pineapple,lemon,strawberry
joseph,j,mozart,39,red,black,lemon,pineapple,blueberry
sally,e,bach,77,red,black,lemon,apple,grape
georgia,m,einstein,78,red,blue,pineapple,grape,apple
amy,x,johnson,88,red,blue,blueberry,strawberry,apple
greg,w,carlsen,67,brunette,black,lemon,pineapple,blueberry
carla,x,bach,12,blonde,green,strawberry,banana,lemon
peter,l,kant,40,brunette,brown,apple,grape,blueberry
greg,o,carlsen,5,blonde,brown,pineapple,apple,blueberry
georgia,b,carlsen,94,blonde,blue,grape,banana,pineapple
joe,h,bach,85,red,black,grape,blueberry,pineapple
carla,h,carlsen,58,red,grey,banana,blueberry,apple
mike,h,johnson,72,brunette,green,grape,blueberry,lemon
rose,v,smith,22,red,green,grape,lemon,strawberry
john,z,bach,37,white,blue,apple,pineapple,banana
mike,f,smith,24,blonde,green,apple,pineapple,strawberry
tristan,k,einstein,80,white,blue,lemon,banana,apple
peter,w,bach,22,brunette,black,blueberry,pineapple,banana
hellen,t,dirac,45,blonde,blue,lemon,strawberry,grape
joseph,n,bach,81,blonde,grey,pineapple,apple,strawberry
peter,t,dirac,57,blonde,black,strawberry,lemon,pineapple
joe,y,smith,73,red,brown,lemon,grape,blueberry
tristan,r,carlsen,90,red,blue,grape,pineapple,strawberry
joe,f,dirac,8,white,blue,pineapple,banana,grape
peter,n,mozart,12,red,blue,blueberry,lemon,grape
georgia,n,smith,26,brunette,brown,strawberry,lemon,pineapple
nathan,q,smith,45,brunette,green,banana,blueberry,grape
hellen,n,johnson,63,blonde,grey,apple,pineapple,blueberry
john,b,einstein,100,red,blue,blueberry,pineapple,lemon
joseph,m,dirac,68,brunette,grey,lemon,strawberry,banana
rose,j,kant,50,blonde,grey,banana,pineapple,grape
hellen,l,einstein,33,brunette,black,grape,strawberry,lemon
tristan,m,johnson,77,white,grey,banana,blueberry,pineapple
joe,h,kant,45,red,brown,banana,apple,lemon
sally,l,bach,29,brunette,brown,lemon,blueberry,grape
joseph,s,johnson,87,blonde,brown,lemon,apple,pineapple
rose,v,dirac,72,white,green,grape,strawberry,blueberry
hellen,n,carlsen,96,blonde,green,grape,strawberry,pineapple
carla,z,johnson,90,red,blue,apple,lemon,pineapple
mike,j,mozart,73,blonde,brown,grape,lemon,apple
sally,x,johnson,93,white,grey,blueberry,apple,pineapple
amy,y,bach,65,blonde,brown,blueberry,pineapple,apple
john,h,smith,40,red,black,apple,grape,lemon
peter,g,dirac,90,white,green,apple,lemon,pineapple
hellen,u,einstein,44,red,green,banana,pineapple,lemon
john,p,smith,90,blonde,black,pineapple,strawberry,apple
joseph,n,carlsen,22,brunette,blue,blueberry,banana,pineapple
peter,l,dirac,59,white,grey,strawberry,pineapple,grape
amy,y,mozart,60,red,brown,strawberry,banana,lemon
hellen,b,johnson,78,red,green,pineapple,banana,lemon
carla,q,smith,13,red,grey,strawberry,grape,lemon
tristan,p,carlsen,66,brunette,grey,blueberry,lemon,pineapple
greg,o,dirac,59,white,grey,strawberry,lemon,apple
sally,c,bach,86,red,brown,strawberry,grape,lemon
mike,c,dirac,52,brunette,grey,strawberry,lemon,grape
carla,n,dirac,75,red,grey,apple,lemon,pineapple
nathan,u,johnson,64,red,grey,lemon,pineapple,grape
john,i,bach,43,white,blue,blueberry,strawberry,apple
john,p,kant,69,red,brown,grape,apple,pineapple
rose,j,smith,17,red,grey,strawberry,lemon,pineapple
joe,b,kant,18,red,grey,apple,grape,strawberry
tristan,j,bach,100,white,brown,apple,lemon,strawberry
rose,z,carlsen,63,white,green,grape,apple,pineapple
greg,g,einstein,5,white,grey,banana,blueberry,strawberry
amy,g,einstein,83,blonde,brown,grape,pineapple,lemon
greg,c,carlsen,56,blonde,blue,pineapple,apple,banana
greg,i,smith,22,brunette,green,blueberry,pineapple,grape
john,v,johnson,63,brunette,green,lemon,blueberry,banana
mike,n,johnson,1,blonde,blue,apple,strawberry,pineapple
peter,y,kant,19,blonde,grey,strawberry,banana,grape
carla,u,carlsen,10,blonde,blue,grape,pineapple,strawberry
nathan,t,johnson,67,white,grey,grape,banana,pineapple
carla,g,johnson,34,brunette,green,banana,apple,blueberry
rose,v,einstein,8,blonde,black,pineapple,lemon,strawberry
nathan,l,smith,97,white,blue,grape,lemon,blueberry
peter,p,kant,42,red,black,pineapple,strawberry,lemon
john,l,mozart,47,red,brown,pineapple,strawberry,apple
sally,x,einstein,18,blonde,grey,banana,blueberry,pineapple
georgia,b,mozart,55,brunette,brown,blueberry,banana,pineapple
john,y,einstein,96,red,grey,banana,strawberry,grape
nathan,i,mozart,97,blonde,black,strawberry,blueberry,banana
carla,j,einstein,72,brunette,blue,pineapple,strawberry,banana
joseph,e,kant,62,blonde,blue,grape,pineapple,strawberry
amy,k,einstein,1,red,blue,blueberry,pineapple,grape
tristan,v,smith,76,red,green,strawberry,banana,apple
sally,b,dirac,82,red,green,strawberry,grape,blueberry
peter,i,bach,46,red,green,pineapple,grape,lemon
peter,i,dirac,80,brunette,blue,blueberry,strawberry,pineapple
rose,z,kant,23,red,green,pineapple,apple,lemon
greg,k,carlsen,53,red,grey,banana,grape,strawberry
rose,c,einstein,52,blonde,brown,blueberry,lemon,pineapple
joseph,x,einstein,65,brunette,green,banana,lemon,apple
joe,x,bach,0,brunette,brown,apple,banana,pineapple
peter,f,smith,42,blonde,blue,apple,grape,lemon
tristan,b,smith,13,red,brown,strawberry,banana,blueberry
nathan,x,smith,24,blonde,green,apple,pineapple,strawberry
john,r,kant,58,white,grey,lemon,strawberry,banana
peter,h,dirac,7,blonde,green,grape,blueberry,apple
rose,p,smith,64,white,brown,lemon,banana,pineapple
joe,n,dirac,68,red,black,lemon,pineapple,strawberry
carla,k,johnson,4,blonde,blue,blueberry,grape,pineapple
joe,d,dirac,94,brunette,black,apple,blueberry,strawberry
mike,l,carlsen,97,red,brown,lemon,strawberry,pineapple
greg,l,dirac,38,white,brown,blueberry,banana,grape
mike,g,carlsen,83,blonde,green,strawberry,lemon,blueberry
greg,a,smith,61,red,green,grape,lemon,strawberry
joe,e,einstein,66,brunette,grey,apple,lemon,banana
carla,h,smith,62,white,blue,pineapple,blueberry,apple
hellen,s,bach,76,red,brown,lemon,apple,strawberry
joseph,e,dirac,56,red,grey,strawberry,lemon,apple
joseph,b,dirac,22,brunette,grey,grape,pineapple,apple
joseph,e,carlsen,75,red,black,pineapple,banana,grape
georgia,z,smith,68,white,green,pineapple,lemon,blueberry
joseph,c,dirac,72,white,blue,strawberry,grape,apple
amy,b,carlsen,25,red,blue,blueberry,banana,lemon
sally,y,bach,100,white,green,strawberry,grape,banana
carla,t,kant,93,red,grey,banana,strawberry,grape
mike,h,smith,3,brunette,green,banana,blueberry,strawberry
